,alureon,banjori,bedep,ccleaner,chinad,corebot,cryptolocker,dircrypt,dyre,fobber_v1,fobber_v2,gozi_gpl,gozi_luther,gozi_nasa,gozi_rfc4343,kraken_v1,kraken_v2,locky,matsnu,murofet_v1,murofet_v2,murofet_v3,necurs,nymaim,padcrypt,pizd,proslikefan,pushdo,pykspa,pykspa_noise,qadars,qakbot,ramdo,ramnit,ranbyus_v1,ranbyus_v2,rovnix,shiotob,simda,sisron,suppobox_1,suppobox_2,suppobox_3,symmi,tempedreve,tinba,vawtrak_v1,vawtrak_v2,vawtrak_v3,zeus-newgoz,legit
shiotob,5,0,70,2,77,0,10,12,0,14,19,0,0,0,0,1,3,0,0,0,0,0,0,0,1,3,0,1,23,9,74,1,0,11,4,0,0,544,0,0,0,0,0,0,6,8,0,1,0,0,1
simda,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,14,17,0,0,0,0,1,0,0,0,0,846,0,0,0,0,0,1,1,2,0,2,0,9
sisron,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,0,0
suppobox_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,740,28,5,0,0,0,0,0,0,0,0
suppobox_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,8,16,0,0,0,0,0,0,0,0,0,0,13,830,0,0,1,0,0,0,0,0,0
suppobox_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,1,890,0,0,0,0,0,0,0,0
symmi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0
tempedreve,80,0,1,0,0,0,3,9,0,0,71,0,0,0,0,0,9,7,0,0,0,0,0,0,0,6,2,6,141,162,1,10,0,5,0,0,0,6,18,1,0,6,1,0,322,19,0,0,5,0,9
tinba,11,0,13,0,0,0,91,50,0,1,19,1,3,1,1,1,6,77,0,0,20,0,4,2,7,5,0,5,4,17,0,2,1,72,69,0,0,8,0,0,2,0,0,1,17,385,0,1,0,0,3
vawtrak_v1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,0,0,0,0
vawtrak_v2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,801,56,0,35
vawtrak_v3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,14,839,0,31
zeus-newgoz,0,0,1,0,9,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,879,0
legit,3,0,0,5,1,0,0,2,0,2,3,17,6,12,5,2,9,1,30,1,0,0,0,36,0,10,20,10,7,2,5,0,2,5,0,0,0,7,35,0,2,44,2,0,0,1,2,8,38,0,565
