,alureon,banjori,bedep,ccleaner,chinad,corebot,cryptolocker,dircrypt,dyre,fobber_v1,fobber_v2,gozi_gpl,gozi_luther,gozi_nasa,gozi_rfc4343,kraken_v1,kraken_v2,locky,matsnu,murofet_v1,murofet_v2,murofet_v3,necurs,nymaim,padcrypt,pizd,proslikefan,pushdo,pykspa,pykspa_noise,qadars,qakbot,ramdo,ramnit,ranbyus_v1,ranbyus_v2,rovnix,shiotob,simda,sisron,suppobox_1,suppobox_2,suppobox_3,symmi,tempedreve,tinba,vawtrak_v1,vawtrak_v2,vawtrak_v3,zeus-newgoz,legit
pykspa,22,0,0,0,0,0,24,9,0,3,20,0,0,0,0,3,11,3,0,0,0,0,1,0,2,0,93,1,115,279,1,28,12,6,3,0,0,8,26,2,0,15,1,0,187,12,0,2,0,0,11
pykspa_noise,40,0,0,0,1,0,19,6,0,0,33,0,0,0,0,2,14,1,0,0,0,0,0,0,1,0,72,0,130,262,1,22,10,8,3,0,0,7,32,1,0,15,1,0,182,16,0,5,3,0,13
qadars,1,0,0,4,3,1,1,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,7,1,784,0,3,0,0,0,0,67,0,1,0,0,1,0,13,3,3,2,0,0,0
qakbot,16,0,28,0,8,1,82,21,0,72,14,0,0,0,0,4,7,2,0,6,83,0,0,0,5,0,43,0,21,33,2,305,13,23,8,5,1,5,0,0,0,1,0,0,73,15,0,0,1,2,0
ramdo,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ramnit,157,0,171,0,1,0,17,89,0,0,134,0,0,0,3,1,14,0,3,0,0,0,0,0,2,0,12,1,2,0,1,5,0,160,19,9,0,13,2,2,0,0,0,0,19,49,0,7,5,0,2
ranbyus_v1,0,0,35,0,2,0,103,17,0,15,0,0,0,0,0,3,6,15,0,0,0,0,11,6,4,1,0,1,0,1,2,7,3,8,596,3,0,8,1,0,0,0,0,0,3,49,0,0,0,0,0
ranbyus_v2,0,0,50,0,8,0,20,19,0,101,0,0,0,0,0,1,1,10,0,0,4,0,13,1,4,0,0,0,0,0,0,2,3,43,144,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rovnix,0,0,0,0,0,0,0,0,0,4,0,40,16,55,22,0,0,0,1,0,0,0,0,9,0,2,0,0,0,0,0,0,0,0,0,0,728,0,0,0,1,0,22,0,0,0,0,0,0,0,0
shiotob,12,0,34,2,31,0,9,4,0,7,21,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,8,20,90,1,0,4,3,0,0,619,0,0,0,1,0,0,21,7,0,0,1,0,0
simda,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,2,2,0,0,45,4,12,10,0,0,0,0,0,0,0,0,780,0,1,0,0,0,10,1,1,1,1,0,19
sisron,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,0,0
suppobox_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,0,0,0,2,0,0,0,0,0,0,0,0,0,0,653,19,2,0,0,0,0,0,0,0,0
suppobox_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30,0,0,1,6,0,0,0,0,0,0,0,0,0,0,12,846,4,0,0,0,0,0,0,0,0
suppobox_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,895,0,0,0,0,0,0,0,0
symmi,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,899,0,0,0,0,0,0,0
tempedreve,70,0,0,0,0,0,0,1,0,1,70,0,0,0,0,1,3,0,0,0,0,0,0,0,0,2,17,2,82,119,6,6,0,0,0,0,0,13,6,2,0,5,1,0,481,9,0,0,3,0,0
tinba,43,0,26,0,0,0,25,23,0,2,76,0,0,0,0,3,10,66,1,0,40,0,22,2,1,0,2,1,7,12,4,7,0,31,33,0,0,7,0,0,0,1,0,3,85,366,0,1,0,0,0
vawtrak_v1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,899,0,0,0,0
vawtrak_v2,2,0,0,0,0,0,0,1,0,0,32,0,1,0,1,0,1,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,730,99,0,23
vawtrak_v3,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,66,804,0,11
zeus-newgoz,0,0,0,0,0,2,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,891,0
legit,7,0,1,1,0,0,0,3,0,1,3,5,5,7,7,0,4,1,51,1,0,0,1,35,0,8,20,6,7,8,2,0,1,1,2,0,0,9,27,0,2,42,2,0,4,1,2,9,70,0,544
