,alureon,banjori,bedep,ccleaner,chinad,corebot,cryptolocker,dircrypt,dyre,fobber_v1,fobber_v2,gozi_gpl,gozi_luther,gozi_nasa,gozi_rfc4343,kraken_v1,kraken_v2,locky,matsnu,murofet_v1,murofet_v2,murofet_v3,necurs,nymaim,padcrypt,pizd,proslikefan,pushdo,pykspa,pykspa_noise,qadars,qakbot,ramdo,ramnit,ranbyus_v1,ranbyus_v2,rovnix,shiotob,simda,sisron,suppobox_1,suppobox_2,suppobox_3,symmi,tempedreve,tinba,vawtrak_v1,vawtrak_v2,vawtrak_v3,zeus-newgoz,legit
alureon,449,0,0,0,0,0,0,3,0,0,333,0,0,0,0,0,16,0,5,0,0,0,0,0,1,0,0,5,6,0,0,0,0,15,0,0,0,6,1,0,0,0,0,0,40,9,0,3,5,0,3
banjori,0,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bedep,9,0,576,1,2,0,12,95,0,0,35,0,0,1,1,0,3,0,0,0,0,0,0,1,1,0,0,2,0,0,12,1,1,68,12,3,0,27,0,1,0,0,0,0,4,31,0,1,0,0,0
ccleaner,0,0,0,897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
chinad,0,0,7,1,710,0,6,0,1,3,0,0,0,0,0,1,1,0,0,1,8,0,0,0,0,0,0,0,0,0,33,6,1,2,2,2,0,92,0,0,0,0,0,0,0,0,0,0,0,23,0
corebot,0,0,0,0,0,880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,11,0
cryptolocker,6,0,47,0,6,0,350,21,0,28,9,1,0,0,0,4,10,60,1,0,106,0,3,1,7,2,0,0,7,10,2,42,4,16,28,3,0,11,1,0,0,0,0,0,45,68,1,0,0,0,0
dircrypt,141,0,203,0,2,0,9,152,0,0,115,0,0,0,0,1,11,0,1,0,0,0,0,0,5,0,7,2,4,0,4,30,0,131,12,5,0,11,0,0,0,0,0,0,17,28,0,0,5,0,4
dyre,0,0,0,0,0,0,0,0,899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
fobber_v1,0,0,0,0,5,1,26,0,0,834,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,5,9,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0
fobber_v2,445,0,1,0,0,0,0,6,0,0,338,0,0,0,0,0,19,0,1,0,0,0,0,0,1,0,0,6,2,0,0,0,0,20,0,0,0,4,1,0,0,0,0,0,40,6,0,2,6,0,2
gozi_gpl,0,0,0,0,0,0,1,0,0,0,0,872,0,0,0,0,0,0,0,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gozi_luther,0,0,1,0,0,0,1,4,0,0,0,0,792,62,15,0,0,0,6,0,0,0,0,6,2,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,2,3,0,0
gozi_nasa,0,0,1,0,0,0,1,5,0,0,0,0,74,735,32,0,0,0,27,0,0,0,0,4,0,0,0,1,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,3,1,0,5,0,6
gozi_rfc4343,0,0,0,0,0,0,1,1,0,0,0,3,90,272,431,0,0,0,54,0,0,0,0,10,5,1,0,0,0,0,0,1,0,7,6,4,1,1,0,1,0,0,0,1,0,1,0,0,3,0,6
kraken_v1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,647,248,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
kraken_v2,91,0,5,0,0,0,2,2,0,0,72,0,0,0,0,235,420,0,0,0,0,0,2,0,1,0,27,0,1,1,1,0,7,3,1,0,0,2,1,0,0,0,0,0,8,8,0,1,6,0,3
locky,0,0,0,0,6,0,72,0,0,0,0,1,0,0,0,7,6,336,0,0,47,0,40,5,1,0,113,2,10,25,3,22,3,0,88,39,0,2,3,0,0,0,0,0,33,35,0,1,0,0,0
matsnu,0,0,0,0,0,0,0,1,0,0,0,0,12,18,7,0,1,0,845,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9
murofet_v1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,4,0,892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
murofet_v2,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
murofet_v3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
necurs,7,0,2,0,3,0,22,4,0,11,6,1,0,0,0,1,19,28,0,11,9,0,239,1,0,0,118,4,6,9,3,21,2,3,130,144,1,4,3,1,0,0,0,0,20,54,8,1,0,0,4
nymaim,1,0,0,0,0,0,1,1,0,0,1,6,4,4,5,0,1,1,18,0,0,0,6,756,1,15,9,1,0,1,0,0,0,0,3,0,9,0,7,0,15,4,9,0,2,4,6,0,0,0,9
padcrypt,0,0,8,0,0,0,3,1,0,1,0,0,0,0,3,1,1,0,1,0,0,0,1,0,871,0,0,0,0,0,0,0,0,4,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
pizd,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,761,0,0,0,2,0,0,0,0,2,0,0,0,0,0,98,32,1,1,0,1,0,0,0,0,0
proslikefan,39,0,0,0,0,0,1,0,0,0,15,0,0,0,0,1,19,12,0,3,13,0,8,2,0,0,514,1,44,101,0,8,0,0,2,0,0,1,33,0,0,7,0,0,45,9,0,1,2,0,19
pushdo,19,0,6,0,0,0,1,6,0,0,18,0,4,1,0,0,1,0,5,0,0,0,0,1,1,0,0,734,2,0,0,0,0,7,1,0,0,0,0,2,0,0,0,0,40,6,0,1,44,0,0
