,alureon,banjori,bedep,ccleaner,chinad,corebot,cryptolocker,dircrypt,dyre,fobber_v1,fobber_v2,gozi_gpl,gozi_luther,gozi_nasa,gozi_rfc4343,kraken_v1,kraken_v2,locky,matsnu,murofet_v1,murofet_v2,murofet_v3,necurs,nymaim,padcrypt,pizd,proslikefan,pushdo,pykspa,pykspa_noise,qadars,qakbot,ramdo,ramnit,ranbyus_v1,ranbyus_v2,rovnix,shiotob,simda,sisron,suppobox_1,suppobox_2,suppobox_3,symmi,tempedreve,tinba,vawtrak_v1,vawtrak_v2,vawtrak_v3,zeus-newgoz,legit
alureon,268,0,2,0,0,0,0,84,0,0,169,0,2,1,0,0,40,0,0,0,0,0,0,0,1,0,0,7,2,0,0,0,0,161,0,0,0,8,0,1,0,0,0,0,32,92,0,10,8,0,12
banjori,0,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bedep,2,0,489,0,0,0,4,250,0,0,1,0,0,1,5,0,1,0,0,0,0,0,0,1,5,0,0,1,0,0,0,1,0,79,9,12,0,12,0,0,0,0,0,0,0,27,0,0,0,0,0
ccleaner,0,0,0,894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chinad,0,0,11,0,722,5,0,1,0,11,0,0,0,0,0,0,0,3,0,2,8,0,1,0,1,0,0,0,0,0,59,6,2,1,0,8,0,48,0,1,0,0,1,0,0,0,0,0,0,9,0
corebot,0,0,0,0,0,886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,5,0
cryptolocker,0,0,37,0,2,0,274,34,0,48,0,6,0,0,0,1,1,138,0,1,118,0,15,1,3,5,0,2,3,3,3,28,8,32,36,30,0,1,1,2,0,0,0,0,16,50,0,1,0,0,0
dircrypt,80,0,106,0,1,0,6,388,0,0,48,0,2,2,4,0,6,0,0,0,0,0,0,0,5,0,3,5,0,0,0,8,0,120,3,10,0,4,3,0,0,0,0,0,16,62,0,7,3,0,8
dyre,0,0,0,0,1,0,0,0,892,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
fobber_v1,0,0,0,0,0,1,2,0,0,846,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,4,2,0,0,28,1,3,0,1,0,0,6,0,0,1,0,0,0,0,0
fobber_v2,285,0,1,0,0,0,0,90,0,0,174,0,1,0,1,0,31,0,0,0,0,0,0,0,3,0,0,4,1,0,0,0,0,160,0,0,0,6,0,1,0,0,0,0,42,75,0,12,6,0,7
gozi_gpl,0,0,0,0,0,0,2,0,0,0,0,877,0,0,0,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gozi_luther,0,1,0,0,0,0,0,2,0,0,0,0,791,52,43,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
gozi_nasa,0,0,0,0,0,0,0,0,0,0,0,0,94,676,93,0,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,13,0,0,0,0,0,0,0,0,0,2,1,0,0,9
gozi_rfc4343,0,0,0,0,0,0,1,8,0,0,0,4,92,200,543,0,0,0,8,0,0,0,0,3,3,0,0,0,0,0,0,1,0,7,0,0,14,0,0,0,0,0,0,1,0,0,0,1,0,0,14
kraken_v1,0,0,1,0,0,0,13,0,0,0,0,0,0,0,1,595,282,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
kraken_v2,39,0,7,0,0,0,14,21,0,0,55,0,0,0,0,145,388,2,0,0,0,0,61,1,0,0,15,1,3,1,0,6,3,49,9,0,1,5,3,0,0,0,0,0,10,49,0,2,2,0,8
locky,0,0,0,0,0,0,55,0,0,0,0,2,0,0,0,2,4,418,0,9,67,0,17,7,2,0,53,2,14,4,3,14,2,0,49,76,1,0,4,0,0,0,0,0,38,56,0,0,0,0,1
matsnu,0,0,0,0,0,0,0,0,0,0,0,0,7,21,16,0,0,0,831,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19
murofet_v1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
murofet_v2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
murofet_v3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
necurs,2,0,4,0,0,0,11,6,0,17,1,2,0,0,0,0,6,92,0,14,13,0,274,4,2,2,64,2,3,3,0,14,0,6,72,165,1,0,5,1,0,0,0,0,20,85,4,0,0,1,4
nymaim,0,0,0,0,0,0,0,0,0,0,0,12,5,1,6,0,0,2,15,0,1,0,1,771,0,15,1,0,0,0,2,0,0,0,3,0,22,0,4,0,4,5,3,0,0,0,13,2,1,0,11
padcrypt,0,0,7,0,1,0,0,1,0,3,0,0,2,0,3,0,0,3,0,0,0,0,0,1,860,1,0,0,0,0,0,2,1,4,0,6,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0
pizd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,25,7,0,0,0,0,0,0,0,0
proslikefan,20,0,0,0,0,0,2,4,0,0,23,0,0,0,0,1,7,47,0,0,28,0,59,6,1,1,369,0,42,76,0,3,0,6,18,0,0,1,32,1,0,10,0,0,95,18,0,1,0,0,29
pushdo,4,0,3,0,0,0,1,0,0,0,1,0,7,7,2,0,0,0,0,0,0,0,0,1,2,0,0,822,0,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,10,0,2,18,0,8
pykspa,13,0,2,0,0,0,61,3,0,6,13,0,2,0,0,3,13,50,0,0,0,0,0,2,0,3,46,3,124,197,2,22,18,25,10,0,0,8,35,1,0,15,1,0,151,50,0,3,2,0,16
pykspa_noise,15,0,0,0,0,0,54,2,0,7,11,0,1,0,0,3,11,42,0,0,0,0,0,3,0,5,44,1,117,214,3,9,16,44,8,0,0,2,24,1,1,24,1,0,169,38,0,7,4,0,19
qadars,0,0,3,1,3,0,8,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,793,1,4,1,1,0,0,49,0,0,0,0,1,0,3,6,19,0,0,0,0
qakbot,10,0,14,0,1,0,41,60,0,78,4,0,0,0,0,0,4,34,0,16,97,0,0,1,0,4,22,2,18,28,1,311,7,18,13,10,3,1,2,1,0,1,0,0,72,24,0,0,1,0,1
ramdo,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,4,887,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ramnit,100,0,109,0,0,0,5,247,0,0,50,0,4,1,5,0,11,0,0,0,0,0,0,0,2,0,0,5,2,0,1,3,0,223,7,15,0,1,1,0,0,0,0,0,9,80,0,9,2,0,8
ranbyus_v1,0,0,40,0,0,0,64,13,0,42,0,1,0,0,1,1,3,39,0,0,1,0,11,4,7,3,0,0,0,0,1,13,11,22,517,90,0,0,0,1,1,0,0,0,0,14,0,0,0,0,0
ranbyus_v2,0,0,16,0,0,0,1,56,0,98,0,0,1,0,1,0,1,14,0,2,2,0,9,4,4,0,0,0,0,0,1,0,3,31,11,640,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0
rovnix,0,0,0,0,1,0,0,0,0,1,0,77,14,26,20,0,0,0,1,0,0,0,0,9,0,2,0,0,0,0,0,0,0,0,0,0,748,0,0,0,0,0,1,0,0,0,0,0,0,0,0
shiotob,6,0,53,0,86,0,4,10,0,26,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,14,11,128,3,0,10,7,1,0,502,0,0,0,0,1,0,11,15,0,2,0,0,1
simda,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,3,14,0,0,0,0,11,0,0,0,0,1,0,0,0,0,820,0,0,0,0,0,1,0,1,3,0,0,42
sisron,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,0,0
suppobox_1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,193,0,0,0,1,0,0,0,0,1,0,0,0,0,0,689,6,5,1,0,0,0,0,0,0,0
suppobox_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,868,2,1,0,0,0,0,0,0,3
suppobox_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,0,0,0,0,0,0,0,0,0,0,20,0,0,0,1,0,867,0,0,0,0,0,0,0,0
symmi,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,895,0,0,0,0,0,0,0
tempedreve,71,0,0,0,0,0,15,15,0,0,29,0,0,0,0,0,1,39,0,0,0,0,0,4,0,9,2,4,46,76,3,10,0,25,0,0,0,6,12,1,0,3,2,0,472,46,0,1,3,0,5
tinba,3,0,30,0,0,0,86,46,0,5,2,0,0,2,0,3,4,79,0,0,42,0,13,3,10,7,4,1,0,7,1,2,0,80,55,4,0,4,0,0,1,0,0,2,19,384,0,0,0,0,1
vawtrak_v1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,899,0,0,0,0
vawtrak_v2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,844,24,0,24
vawtrak_v3,1,0,0,0,0,0,0,0,0,0,0,0,5,4,2,0,0,0,0,0,0,0,0,4,0,0,0,27,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,70,727,0,56
zeus-newgoz,0,0,1,0,11,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,880,0
legit,5,0,0,6,0,0,1,3,0,0,4,7,7,22,10,2,5,2,27,1,0,0,1,46,0,8,22,4,1,12,10,0,0,11,0,0,0,4,12,0,1,39,2,1,1,0,2,24,38,0,559
