,alureon,banjori,bedep,ccleaner,chinad,corebot,cryptolocker,dircrypt,dyre,fobber_v1,fobber_v2,gozi_gpl,gozi_luther,gozi_nasa,gozi_rfc4343,kraken_v1,kraken_v2,locky,matsnu,murofet_v1,murofet_v2,murofet_v3,necurs,nymaim,padcrypt,pizd,proslikefan,pushdo,pykspa,pykspa_noise,qadars,qakbot,ramdo,ramnit,ranbyus_v1,ranbyus_v2,rovnix,shiotob,simda,sisron,suppobox_1,suppobox_2,suppobox_3,symmi,tempedreve,tinba,vawtrak_v1,vawtrak_v2,vawtrak_v3,zeus-newgoz,legit
padcrypt,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4738,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
pizd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355,124,2,0,0,0,0,0,0,0,0
proslikefan,20,0,0,0,0,0,2,3,0,0,109,0,0,0,0,3,32,282,0,0,1,0,130,1,0,1,2434,3,479,357,0,15,1,19,9,0,0,0,217,0,0,22,0,0,473,15,0,8,6,0,108
pushdo,3,0,0,0,0,0,0,2,0,0,28,0,9,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4572,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,7,3,1,47,53,0,19
pykspa,35,0,0,0,0,0,1,6,0,0,108,0,1,0,0,12,19,9,0,0,0,0,0,0,0,5,108,25,1844,1203,0,13,11,10,0,0,0,0,168,0,0,26,0,0,942,105,2,15,23,0,59
pykspa_noise,40,0,0,0,0,0,2,5,0,0,111,0,0,0,0,11,18,10,0,0,0,0,0,1,0,5,108,31,1844,1206,0,17,9,16,0,0,0,0,169,3,1,33,0,0,903,97,0,17,29,0,64
qadars,0,0,20,14,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,19,4,4376,4,4,2,0,0,0,232,0,5,1,0,0,0,24,14,21,1,0,0,1
qakbot,34,6,33,0,0,0,238,263,0,172,88,0,0,0,0,18,11,240,0,0,256,0,21,2,3,2,103,3,224,151,0,1989,33,115,105,42,0,0,7,0,0,6,1,0,445,130,0,3,0,0,6
ramdo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ramnit,146,29,80,0,0,0,10,388,0,0,825,0,6,1,5,5,93,0,0,0,0,0,0,0,7,0,84,42,13,8,0,0,0,1505,87,399,0,0,26,2,0,0,0,0,145,757,0,36,20,0,31
ranbyus_v1,0,2,29,0,0,0,331,21,0,0,0,5,2,0,0,3,1,5,0,0,0,0,2,7,3,4,0,8,1,1,0,0,9,297,3933,0,0,0,0,2,0,0,0,0,1,82,1,0,0,0,0
ranbyus_v2,0,10,3,0,0,0,1,70,0,492,0,7,0,1,2,3,0,15,0,0,0,0,8,4,6,0,0,0,0,0,0,0,3,217,18,3883,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
rovnix,0,4,0,0,2,0,0,0,0,0,0,225,10,84,94,0,0,0,0,0,0,0,0,18,0,1,0,0,0,0,0,1,0,0,0,0,4259,0,0,0,14,0,35,0,0,0,0,0,0,3,0
shiotob,17,0,116,1,117,0,12,22,0,3,64,0,0,0,1,0,3,0,0,0,0,0,0,0,0,2,0,4,46,32,283,4,0,19,18,1,0,3856,0,0,0,4,0,0,68,50,0,1,2,0,4
simda,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,1,2,0,0,0,0,1,8,0,0,0,0,0,0,0,0,4688,0,0,0,0,0,4,0,2,8,3,0,29
sisron,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4750,0,0,0,0,0,0,0,0,0,0,0
suppobox_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4225,58,0,0,0,0,0,0,0,0,0
suppobox_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4693,1,0,0,0,0,0,0,0,8
suppobox_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4743,0,0,0,0,0,0,0,0
symmi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4750,0,0,0,0,0,0,0
tempedreve,165,0,0,0,0,0,0,5,0,0,490,0,0,0,0,7,2,4,0,0,0,0,0,2,0,6,109,19,789,598,0,15,0,21,0,0,0,0,67,1,0,15,0,0,2225,113,2,20,10,0,65
tinba,2,0,0,0,0,0,106,1,0,0,1,6,0,0,0,12,13,177,0,0,5,0,68,5,1,2,9,26,24,12,0,4,0,23,7,0,0,0,0,1,1,0,0,0,297,3932,4,7,3,0,1
vawtrak_v1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4747,0,0,0,2
vawtrak_v2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4688,21,0,41
vawtrak_v3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,4694,0,23
zeus-newgoz,0,0,0,0,2,2,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4737,0
legit,5,13,2,0,2,0,2,5,0,0,13,18,21,47,60,1,18,20,89,0,0,0,12,251,1,23,78,26,40,15,17,0,0,0,1,0,4,17,50,0,3,69,5,0,26,4,2,73,108,0,3609
