,alureon,banjori,bedep,ccleaner,chinad,corebot,cryptolocker,dircrypt,dyre,fobber_v1,fobber_v2,gozi_gpl,gozi_luther,gozi_nasa,gozi_rfc4343,kraken_v1,kraken_v2,locky,matsnu,murofet_v1,murofet_v2,murofet_v3,necurs,nymaim,padcrypt,pizd,proslikefan,pushdo,pykspa,pykspa_noise,qadars,qakbot,ramdo,ramnit,ranbyus_v1,ranbyus_v2,rovnix,shiotob,simda,sisron,suppobox_1,suppobox_2,suppobox_3,symmi,tempedreve,tinba,vawtrak_v1,vawtrak_v2,vawtrak_v3,zeus-newgoz,legit
pushdo,14,0,0,0,0,0,0,14,0,0,5,0,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4643,0,2,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,0,5
pykspa,41,0,0,0,0,0,90,30,0,0,67,0,1,0,0,1,31,32,0,0,0,0,0,1,0,1,362,21,1577,1490,0,54,1,169,0,0,0,1,92,0,1,8,0,1,551,64,0,8,10,0,45
pykspa_noise,54,0,0,0,0,0,75,34,0,0,65,0,0,0,0,2,23,30,0,0,0,0,0,0,0,2,367,28,1554,1530,0,44,3,175,0,0,0,2,86,0,1,9,0,0,549,49,0,11,13,0,44
qadars,0,0,16,5,0,0,5,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,10,10,4329,2,1,8,0,0,0,304,0,0,0,0,0,0,25,9,18,0,0,0,0
qakbot,47,0,101,0,0,0,286,167,0,149,33,0,1,1,0,1,9,163,0,0,188,0,4,2,1,0,202,2,214,169,0,2346,12,179,73,24,0,0,1,0,0,0,1,0,283,87,0,0,1,0,3
ramdo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ramnit,387,0,188,0,0,0,23,790,0,0,196,0,10,0,6,2,53,0,0,0,0,0,7,0,4,0,17,20,1,18,0,0,0,2612,29,120,0,0,7,1,0,0,0,0,32,200,0,15,5,0,7
ranbyus_v1,0,0,62,0,0,0,312,146,0,0,0,0,2,0,0,2,1,12,0,0,0,0,21,1,1,1,0,1,1,0,0,0,6,239,3941,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ranbyus_v2,0,0,9,0,0,0,1,76,0,482,0,0,1,2,1,0,0,12,0,0,0,0,87,4,5,1,0,0,0,0,0,0,0,380,1,3686,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
rovnix,0,0,0,0,2,0,0,0,0,0,0,135,27,72,134,0,0,0,3,0,0,0,0,14,0,0,0,0,0,0,0,1,0,0,0,0,4341,0,0,0,2,0,15,0,0,0,0,0,0,3,1
shiotob,39,0,126,0,182,0,27,33,0,2,24,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,63,49,99,14,0,45,14,1,0,3988,0,0,0,0,0,0,20,16,0,0,1,0,1
simda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,24,0,0,0,0,0,0,0,0,4698,0,0,0,0,0,0,0,0,1,0,0,24
sisron,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4750,0,0,0,0,0,0,0,0,0,0,0
suppobox_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4490,7,14,0,0,0,0,0,0,0,0
suppobox_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,17,0,0,6,0,0,0,0,0,0,0,0,0,0,11,4687,0,0,0,0,0,0,0,0,2
suppobox_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,4746,0,0,0,0,0,0,0,0
symmi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4750,0,0,0,0,0,0,0
tempedreve,262,0,0,0,0,0,0,102,0,0,141,0,0,0,0,0,11,6,0,0,0,0,0,2,0,0,353,16,859,713,0,4,0,285,0,0,0,0,31,1,1,4,0,0,1887,16,0,7,5,0,44
tinba,0,0,9,0,0,0,330,214,0,0,1,2,0,1,1,1,28,170,0,0,0,0,30,2,3,0,0,8,46,74,0,11,0,326,2,0,0,2,0,0,1,1,0,0,84,3400,0,1,2,0,0
vawtrak_v1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4750,0,0,0,0
vawtrak_v2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4732,3,0,14
vawtrak_v3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4692,0,40
zeus-newgoz,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4742,0
legit,51,0,2,0,1,0,4,11,0,1,27,6,56,85,51,0,22,20,136,0,0,0,15,221,0,18,92,53,28,30,8,2,0,42,1,1,7,14,35,0,15,83,2,0,34,4,1,35,59,0,3477
