,alureon,banjori,bedep,ccleaner,chinad,corebot,cryptolocker,dircrypt,dyre,fobber_v1,fobber_v2,gozi_gpl,gozi_luther,gozi_nasa,gozi_rfc4343,kraken_v1,kraken_v2,locky,matsnu,murofet_v1,murofet_v2,murofet_v3,necurs,nymaim,padcrypt,pizd,proslikefan,pushdo,pykspa,pykspa_noise,qadars,qakbot,ramdo,ramnit,ranbyus_v1,ranbyus_v2,rovnix,shiotob,simda,sisron,suppobox_1,suppobox_2,suppobox_3,symmi,tempedreve,tinba,vawtrak_v1,vawtrak_v2,vawtrak_v3,zeus-newgoz,legit
murofet_v1,0,0,0,0,0,0,1,0,0,0,0,17,0,0,0,0,0,4,0,4709,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
murofet_v2,0,0,0,0,0,0,259,0,0,0,0,0,0,0,0,0,0,45,0,0,4428,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
murofet_v3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,4734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
necurs,6,0,2,0,0,0,84,16,0,19,7,2,1,0,1,2,70,218,0,22,24,0,2991,1,3,0,265,8,17,16,0,86,0,31,331,344,0,0,19,0,1,0,0,0,21,123,0,0,0,0,19
nymaim,1,0,0,0,0,0,0,0,0,0,0,32,2,18,46,0,0,7,70,0,0,0,22,4225,0,44,4,6,1,0,0,0,0,0,2,0,35,0,11,0,41,12,11,0,1,1,7,0,0,0,151
padcrypt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4747,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pizd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,44,4,0,0,0,0,0,0,0,1
proslikefan,95,0,0,0,0,0,4,19,0,0,65,0,0,0,0,0,30,311,0,0,0,0,188,0,0,0,2678,2,418,343,0,65,0,68,9,0,0,0,148,0,1,5,0,0,199,21,0,1,4,0,76
pushdo,13,0,0,0,0,0,0,0,0,0,17,0,34,4,2,0,0,0,0,0,0,0,0,1,1,0,0,4633,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,12,14,0,11
pykspa,83,0,0,0,0,0,98,17,0,0,53,0,1,0,0,2,29,52,0,0,0,0,1,0,0,6,435,12,1490,1270,0,99,13,35,1,0,0,0,224,3,1,5,0,0,646,102,1,7,6,0,58
pykspa_noise,77,0,0,0,0,0,102,19,0,0,56,0,0,0,0,6,27,59,0,0,0,0,0,1,0,2,445,9,1471,1359,0,84,11,35,0,0,0,1,217,1,0,8,0,0,576,101,0,6,12,0,65
qadars,0,0,15,4,0,0,1,3,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,15,6,4270,9,2,1,0,0,0,366,0,7,0,0,1,0,14,14,16,0,0,0,1
qakbot,59,0,93,0,0,0,251,216,0,139,60,0,0,0,2,7,25,224,0,0,199,0,61,0,4,0,121,1,186,177,0,2257,13,119,96,69,0,0,13,0,0,0,3,0,224,123,0,1,3,0,4
ramdo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ramnit,529,2,273,0,0,0,85,400,0,0,414,0,5,2,9,3,43,0,0,0,0,0,5,0,3,0,37,16,3,23,0,3,0,1726,46,413,0,0,8,3,0,0,0,0,90,565,0,11,7,0,26
ranbyus_v1,0,0,134,0,0,0,318,71,0,0,0,0,2,1,0,0,2,18,0,0,0,0,13,4,3,1,0,0,0,2,0,2,4,152,3992,0,0,0,1,1,1,0,1,0,0,27,0,0,0,0,0
ranbyus_v2,0,0,8,0,0,0,0,11,0,480,0,1,2,1,4,1,0,9,0,0,0,0,26,3,7,0,0,0,0,0,0,0,0,337,0,3856,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
rovnix,0,0,0,0,2,0,0,0,0,0,0,175,1,48,136,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1,0,0,0,0,4366,0,0,0,1,0,7,0,0,0,0,0,0,1,1
shiotob,32,0,121,0,138,0,11,24,0,3,40,0,0,0,0,0,5,0,0,0,0,0,1,0,1,2,1,1,49,45,35,13,0,27,16,3,0,4102,0,2,0,1,0,0,41,33,0,0,1,0,2
simda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,4,0,0,0,0,0,0,0,0,4731,0,0,0,0,0,1,0,0,0,0,0,4
sisron,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4750,0,0,0,0,0,0,0,0,0,0,0
suppobox_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4331,12,0,0,0,0,0,0,0,0,0
suppobox_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,4,0,0,0,0,0,0,0,0,0,0,0,12,4633,1,0,0,0,0,0,0,0,44
suppobox_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4750,0,0,0,0,0,0,0,0
symmi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4749,0,0,0,0,0,0,0
tempedreve,263,0,0,0,0,0,1,39,0,0,314,0,0,1,0,4,29,78,0,0,0,0,1,4,0,3,333,15,779,656,0,32,0,75,0,0,0,0,100,2,1,2,0,0,1847,101,1,4,7,0,58
tinba,1,0,1,0,0,0,314,18,0,0,5,3,0,0,0,6,23,114,0,0,1,0,75,4,3,3,0,8,39,80,0,6,0,84,21,0,0,0,1,0,1,0,1,1,140,3791,2,3,0,0,1
vawtrak_v1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4749,0,0,0,0
vawtrak_v2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4688,23,0,39
vawtrak_v3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,4654,0,59
zeus-newgoz,0,0,2,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4742,0
legit,11,1,2,0,2,0,1,0,0,0,6,10,23,51,92,0,19,17,69,0,0,0,21,255,2,13,105,27,35,27,12,6,1,13,4,1,9,13,74,0,15,47,6,0,15,8,3,37,67,0,3630
