,alureon,banjori,bedep,ccleaner,chinad,corebot,cryptolocker,dircrypt,dyre,fobber_v1,fobber_v2,gozi_gpl,gozi_luther,gozi_nasa,gozi_rfc4343,kraken_v1,kraken_v2,locky,matsnu,murofet_v1,murofet_v2,murofet_v3,necurs,nymaim,padcrypt,pizd,proslikefan,pushdo,pykspa,pykspa_noise,qadars,qakbot,ramdo,ramnit,ranbyus_v1,ranbyus_v2,rovnix,shiotob,simda,sisron,suppobox_1,suppobox_2,suppobox_3,symmi,tempedreve,tinba,vawtrak_v1,vawtrak_v2,vawtrak_v3,zeus-newgoz,legit
qakbot,43,1,130,0,0,0,274,108,0,179,46,0,0,0,0,25,13,150,0,0,203,0,70,1,4,0,141,2,202,200,0,2219,20,197,127,23,0,0,2,0,0,2,2,0,233,127,0,1,1,0,4
ramdo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ramnit,282,5,309,0,0,0,95,608,0,0,391,0,21,5,9,9,21,0,0,0,0,0,2,0,8,0,9,41,14,21,0,2,1,2024,23,225,0,0,15,1,0,0,0,0,84,472,0,26,11,0,16
ranbyus_v1,0,0,118,0,0,0,191,23,0,0,0,3,4,0,0,12,4,11,0,0,0,0,5,2,2,0,0,2,0,0,0,2,21,235,4093,1,0,0,0,2,1,0,0,0,0,17,1,0,0,0,0
ranbyus_v2,0,3,19,0,0,0,0,83,0,545,0,2,2,2,4,3,0,14,0,0,0,0,3,5,14,0,0,0,0,0,0,0,0,295,12,3740,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
rovnix,0,0,0,0,0,1,0,0,0,0,0,79,7,81,84,0,0,0,4,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,4466,0,0,0,3,0,13,0,0,0,0,0,0,1,0
shiotob,21,0,147,0,85,0,22,7,0,14,37,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,3,48,43,268,1,0,47,30,1,0,3877,0,2,0,1,1,0,41,39,0,1,1,0,9
simda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,0,24,1,0,0,0,0,0,0,0,0,4693,0,0,0,0,0,0,0,1,0,0,0,14
sisron,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4750,0,0,0,0,0,0,0,0,0,0,0
suppobox_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4527,67,0,0,0,0,0,0,0,0,0
suppobox_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,1,0,0,0,0,0,0,0,0,0,0,0,47,4496,5,0,0,0,0,0,0,0,65
suppobox_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4746,0,0,0,0,0,0,0,0
symmi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4749,0,0,0,0,0,0,0
tempedreve,122,0,0,0,0,0,0,33,0,0,246,0,1,0,0,29,15,2,0,0,0,0,0,3,0,3,150,30,821,982,0,51,0,166,0,0,0,0,53,3,2,4,0,0,1801,143,1,12,7,0,70
tinba,0,3,9,0,0,0,277,3,0,0,1,1,1,0,1,24,13,55,0,0,4,0,26,2,2,3,0,17,18,44,0,11,0,175,100,0,0,0,0,2,1,0,0,1,83,3861,5,4,3,0,0
vawtrak_v1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4748,0,0,0,2
vawtrak_v2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4721,8,0,20
vawtrak_v3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,4677,0,21
zeus-newgoz,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4742,0
legit,7,1,4,0,1,0,1,1,0,1,5,12,34,74,71,1,17,10,129,0,0,0,26,230,4,6,78,42,38,52,8,1,0,7,3,0,8,5,65,0,20,61,3,0,17,8,3,79,82,0,3535
