
Test Phase Average Duration: 0:57:38 (HH:MM:SS)

Class report: 
              precision    recall  f1-score       support
murofet_v2       19       0           0        4381           0       0   
murofet_v3        0       0          33           0        4466       0   
necurs          282       0          54          52           0    1148   
nymaim            8     103           0           1           0       9   
padcrypt          3       3           0           0           0       1   
pizd              0       0           0           0           0       0   
proslikefan     141       0          11          74           0     140   
pushdo            6       6           0           0           0       0   
pykspa           65       0           0           0           0       2   
pykspa_noise     58       2           0           0           0       1   
qadars            0       0           0           0           0       0   
qakbot           73       0          35         380           0      15   
ramdo             1       0           0           0           0       0   
ramnit            0       7           0           0           0       1   
ranbyus_v1      169       0           0           1           0      82   
ranbyus_v2       95       0           2           6           0     102   
rovnix            0       8           0           0           0       0   
shiotob           0       1           0           0           0       2   
simda            11       0           0           0           0      20   
sisron            0       0           0           0           0       0   
suppobox_1        0       0           0           0           0       0   
suppobox_2        0       0           0           0           0       0   
suppobox_3        0       0           0           0           0       0   
symmi             0       0           0           0           0       0   
tempedreve       46       1           0           0           0       2   
tinba           439       7           0         146           0      63   
vawtrak_v1        0       0           0           0           0       0   
vawtrak_v2        0       3           0           0           0       0   
vawtrak_v3        0       8           0           0           0       0   
zeus-newgoz       0       0           0           0           6       0   
legit            10     217          10           0           1       8   

              nymaim  padcrypt  pizd  proslikefan  pushdo  pykspa  \
alureon            0         4     0            1      55      37   
banjori            0         0     0            0       0       0   
bedep              3        17     1            0      29       1   
ccleaner           0         7     0            0       0       0   
chinad             0         6     0            0       0       0   
corebot            0         0     0            0       0       0   
cryptolocker      12        27    21            3      12      29   
dircrypt           0        18     0           18      48      14   
dyre               0         0     0            0       0       0   
fobber_v1          0        20     7            0       5       2   
fobber_v2          0         7     0            2      63      26   
gozi_gpl          44         1     0            0       0       0   
gozi_luther       21         3     1            0      16       0   
gozi_nasa         18         1     1            0       8       0   
gozi_rfc4343      26        12     2            0       3       0   
kraken_v1          1         4     0            3       0       0   
kraken_v2          3         6     0           77      12      23   
locky             37        12     1          430      21      93   
matsnu            12         2     0            0       3       0   
murofet_v1         0         0     0            0       0       0   
murofet_v2         3         0     0            0       1       0   
murofet_v3         0         0     0            0       0       0   
necurs            31        15     6          482      31      32   
nymaim          3798         3    63           19       8       0   
padcrypt           6      4339     1            0       4       0   
pizd               5         1  3490            0       1       0   
proslikefan       17         1     1         2139       6     367   
pushdo            12         5     0            1    4010       5   
pykspa             8         4    11          266      16     954   
pykspa_noise       7         3    14          221      16     977   
qadars             0         1     6            0       0      25   
qakbot             9        14     7          150      12     158   
ramdo              2         4     0            0       8       1   
ramnit             1        15     0           19      47      22   
ranbyus_v1        44        31     9            1      13       1   
ranbyus_v2        27        38     1            0       3       0   
rovnix            32         0     8            0       0       0   
shiotob            0         7     9            2       4      62   
simda             46         0     1           77      41      69   
sisron             0         0     0            0       0       0   
suppobox_1         4         0   738            0       0       0   
suppobox_2         1         1   103            0       0       9   
suppobox_3        14         0    13            0       0       0   
symmi              0         0     0            0       0       0   
tempedreve        14         0    25           40      42     509   
tinba             14        33    24           12      23      22   
vawtrak_v1         1         0     0            1       0       0   
vawtrak_v2         0         0     1            2       5       1   
vawtrak_v3         4         0     0            1      70       2   
zeus-newgoz        0         0     0            0       0       0   
legit            173         2    38          100      40      24   

              pykspa_noise  qadars  qakbot  ramdo  ramnit  ranbyus_v1  \
alureon                  4       2       4      0     260           1   
banjori                  0       0       0      0       0           0   
bedep                    0      26       9      3     377          31   
ccleaner                 0       2       0      0       0           0   
chinad                   0     248      28     12       5           6   
corebot                  0       4       1      0       0           0   
cryptolocker            35      15     173     73     155         140   
dircrypt                 0       4      46      5     524          29   
dyre                     0       0       0      0       0           0   
fobber_v1                1       1      52     15       0          18   
fobber_v2                7       2       4      0     274           0   
gozi_gpl                 0       0       0      0       0           0   
gozi_luther              0       0       0      1       7           0   
gozi_nasa                0       0       1      5       9           1   
gozi_rfc4343             0       1       3      1      26           6   
kraken_v1                1       0       4     15       4           3   
kraken_v2                2       2      15     38      89          26   
locky                   86      13     110     28       0         313   
matsnu                   0       0       0      0       0           1   
murofet_v1               0       0       0      2       0           0   
murofet_v2               0       1       1      1       0           0   
murofet_v3               0       0       0      0       0           0   
necurs                  27       6      74     16      18         532   
nymaim                   3       2       0      0       1          11   
padcrypt                 0       1       2      9      12           7   
pizd                     4       0       0      0       0           2   
proslikefan            407       0      30      1       9          45   
pushdo                   0       0       0      0      23           6   
pykspa                1117      10      97     70      44          19   
pykspa_noise          1119      11      81     68      74          16   
qadars                  10    3823       4     20       5           3   
qakbot                 163      16    1512     94      77          36   
ramdo                    0       4       6   4463       0           0   
ramnit                   2       3      11      2     773          50   
ranbyus_v1               1      10      48     49      96        2697   
ranbyus_v2               0       3       5     26     135         283   
rovnix                   0       0       0      0       0           0   
shiotob                 61     509       6      0      35          18   
simda                   81       0       0      0       3           0   
sisron                   0       0       0      0       0           0   
suppobox_1               3       0       0      0       0           1   
suppobox_2              28       0       0      0       0           0   
suppobox_3               0       0       0      0       0           0   
symmi                    0       0       0      0       0           0   
tempedreve             616      24      27      0      48           0   
tinba                   51       9      20      1     334         310   
vawtrak_v1               0       1       0      0       0           0   
vawtrak_v2               0       0       0      0       7           0   
vawtrak_v3               0       0       0      0       1           0   
zeus-newgoz              0       1      10      0       0           0   
legit                   33      33       0      6      20           3   

              ranbyus_v2  rovnix  shiotob  simda  sisron  suppobox_1  \
alureon                0       0       59      9       1           0   
banjori                0       0        0      0       0           0   
bedep                 98       0      117      0       3           0   
ccleaner               0       0        2      0       0           0   
chinad                11       0      221      0       2           0   
corebot                0       0        3      0       0           0   
cryptolocker          63       2       34      4       4           5   
dircrypt              90       0       29     12       0           0   
dyre                   0       0        0      0       0           0   
fobber_v1             81      11       27      0       6           4   
fobber_v2              0       0       53      4       4           0   
gozi_gpl               0     119        0      0       0           0   
gozi_luther            1      28        0      0       0           0   
gozi_nasa              2     133        0      0       0           0   
gozi_rfc4343           6     163        2      0       1           0   
kraken_v1              0       0        3      0       0           0   
kraken_v2              0       1       22     11       3           0   
locky                322       5        6     23       0           0   
matsnu                 0       3        0      0       0           0   
murofet_v1             1       3        0      0       0           0   
murofet_v2             0       1        0      0       0           0   
murofet_v3             0       0        0      0       0           0   
necurs               829       8        7     32       2           1   
nymaim                 1      75        0     19       0          69   
padcrypt              13       7        3      1       6           0   
pizd                   0       0        0      0       0         751   
proslikefan            0       0        7    203       1           0   
pushdo                 0       0        0      1      10           0   
pykspa                 0       0       59    203       3           3   
pykspa_noise           0       0       38    157       8           4   
qadars                 0       0      347      0       3           0   
qakbot                41      14       16      9       2           2   
ramdo                  2       0        0      0       0           0   
ramnit               146       0       31      8       3           0   
ranbyus_v1           161       0       20      1       4           4   
ranbyus_v2          2818       4        2      0       3           1   
rovnix                 0    3784        0      0       0           7   
shiotob                3       0     2754      0       0           1   
simda                  0       0        0   3854       0           1   
sisron                 0       0        0      0    4500           0   
suppobox_1             0       0        0      0       0        3623   
suppobox_2             0       0        0      0       0          49   
suppobox_3             0      28        0      0       0           3   
symmi                  0       0        0      0       0           0   
tempedreve             0       0       43     54       4           5   
tinba                  5       0       48      0       1           8   
vawtrak_v1             0       0        0      0       0           0   
vawtrak_v2             0       0        1      2       3           0   
vawtrak_v3             0       0        0      8       0           0   
zeus-newgoz            0       0        0      0       0           0   
legit                  0       2       42    117       0          12   

              suppobox_2  suppobox_3  symmi  tempedreve  tinba  vawtrak_v1  \
alureon                0           0      0         124    141           0   
banjori                0           0      0           0      0           0   
bedep                  0           0      0          12    115           0   
ccleaner               0           0      0           0      0           0   
chinad                 0           1      0           0      1           0   
corebot                0           0     50           0      0           0   
cryptolocker           0           2      0         103    224           2   
dircrypt               0           0      0          62    166           0   
dyre                   0           0      0           0      0           0   
fobber_v1              0          23      5           0      2           3   
fobber_v2              0           0      0         139    119           0   
gozi_gpl               0           0      0           0      0           0   
gozi_luther            0           4      0           1      1           0   
gozi_nasa              0           0      0           0      4           7   
gozi_rfc4343           0           3      5           1      2           0   
kraken_v1              0           0      0           1      3           0   
kraken_v2              0           0      0          31    110           0   
locky                  0           0      0         141    224           0   
matsnu                 0           0      0           0      0           0   
murofet_v1             0           0      0           0      0           0   
murofet_v2             0           0      0           0      3           5   
murofet_v3             0           0      0           0      0           0   
necurs                 2           0      0          89    286          22   
nymaim                30          46      0           4      5          40   
padcrypt               1           5      1           0      1           0   
pizd                 170          70      1           0      1           0   
proslikefan           56           1      0         256     71           1   
pushdo                 0           0      0          64     21           0   
pykspa                96           2      1         639    112           0   
pykspa_noise         120           4      1         669     94           0   
qadars                 0           3      0          28     19          61   
qakbot                10           6      0         289     79           0   
ramdo                  0           0      0           0      0           0   
ramnit                 0           0      1          45    236           0   
ranbyus_v1             0           1      1           8    131           0   
ranbyus_v2             0           9      1           0      1           0   
rovnix                 0          70      0           0      0           0   
shiotob                4           1      0          64     38           0   
simda                  0           0      0          19      3           6   
sisron                 0           0      0           0      0           0   
suppobox_1            93          36      1           0      0           0   
suppobox_2          4296           8      1           1      0           0   
suppobox_3             1        4440      1           0      0           0   
symmi                  0           0   4492           0      0           0   
tempedreve            27           5      0        2048     93           0   
tinba                  3           0      9         182   1664           0   
vawtrak_v1             0           0      0           0      0        4497   
vawtrak_v2             0           0      0           1      1           0   
vawtrak_v3             0           2      0           2      0           0   
zeus-newgoz            0           0      0           0      0           0   
legit                199          15      3          10      3          11   

              vawtrak_v2  vawtrak_v3  zeus-newgoz  legit  
alureon               39          35            0     58  
banjori                0           0            0      0  
bedep                  2           1            0      0  
ccleaner               0           0            0      0  
chinad                 0           0           47      0  
corebot                0           0           25      0  
cryptolocker           2           2            0      0  
dircrypt              24          15            0     51  
dyre                   0           0           11      0  
fobber_v1              1           0            0      0  
fobber_v2             32          31            0     58  
gozi_gpl               0           0            0      1  
gozi_luther            9          16            0     19  
gozi_nasa              7          12            0     55  
gozi_rfc4343           2           5            0     64  
kraken_v1              1           1            0      9  
kraken_v2              9          23            0     51  
locky                  2           0            0      5  
matsnu                 0           1            0     50  
murofet_v1             0           0            0      0  
murofet_v2             0           0            0      0  
murofet_v3             0           0            0      0  
necurs                 1           0            2     23  
nymaim                 3          11            0     55  
padcrypt               0           0            0      0  
pizd                   1           0            0      0  
proslikefan            9           6            0    127  
pushdo                18         130            0     22  
pykspa                19          10            0     97  
pykspa_noise          23          23            0    100  
qadars                 4           0            0      1  
qakbot                 0           5            7      5  
ramdo                  0           0            0      0  
ramnit                37          22            0     59  
ranbyus_v1             0           0            0      0  
ranbyus_v2             0           0            0      0  
rovnix                 0           0            0      1  
shiotob                4           3            0      3  
simda                  7          14            0    172  
sisron                 0           0            0      0  
suppobox_1             0           0            0      0  
suppobox_2             0           0            0      3  
suppobox_3             0           0            0      0  
symmi                  0           0            0      0  
tempedreve             4          16            0     24  
tinba                  3           0            0      6  
vawtrak_v1             0           0            0      0  
vawtrak_v2          3986         270            0    163  
vawtrak_v3           232        3898            0    221  
zeus-newgoz            0           0         4405      0  
legit                 61         214            0   2772  
Precision Recall F1_score 
              Macro     Micro
F1 Score   0.712667  0.720946
Precision  0.721481  0.720946
Recall     0.720946  0.720946

Overall accuracy = 0.7209455337690632

