,alureon,banjori,bedep,ccleaner,chinad,corebot,cryptolocker,dircrypt,dyre,fobber_v1,fobber_v2,gozi_gpl,gozi_luther,gozi_nasa,gozi_rfc4343,kraken_v1,kraken_v2,locky,matsnu,murofet_v1,murofet_v2,murofet_v3,necurs,nymaim,padcrypt,pizd,proslikefan,pushdo,pykspa,pykspa_noise,qadars,qakbot,ramdo,ramnit,ranbyus_v1,ranbyus_v2,rovnix,shiotob,simda,sisron,suppobox_1,suppobox_2,suppobox_3,symmi,tempedreve,tinba,vawtrak_v1,vawtrak_v2,vawtrak_v3,zeus-newgoz,legit
fobber_v2,471,0,0,0,0,0,0,17,0,0,354,0,0,0,0,0,27,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,29,0,0,0,0,2,0,0,0,0,0,9,0,0,17,14,0,2
gozi_gpl,0,0,0,0,0,0,0,0,0,0,0,924,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gozi_luther,0,0,0,0,0,0,0,0,0,0,0,0,816,59,60,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,2
gozi_nasa,0,0,0,0,0,0,0,1,0,0,0,0,76,660,182,0,0,0,8,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,2,0,0,1,0,12
gozi_rfc4343,0,0,2,0,0,0,0,1,0,0,0,0,81,168,671,0,1,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,11
kraken_v1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,728,209,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1
kraken_v2,72,0,3,0,0,0,4,34,0,0,87,0,0,0,0,299,321,11,0,0,0,0,4,1,0,0,36,2,3,1,0,2,3,21,4,0,0,0,3,0,0,0,0,0,1,25,0,4,6,0,3
locky,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,3,13,206,0,0,45,0,16,6,0,0,117,9,4,15,0,14,4,0,136,159,0,0,7,0,0,0,0,0,35,91,0,0,0,0,0
matsnu,0,0,0,0,0,0,0,0,0,0,0,0,6,18,19,0,0,0,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
murofet_v1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,944,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
murofet_v2,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,2,0,0,939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
murofet_v3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
necurs,3,0,1,0,0,0,24,5,0,12,2,1,0,0,0,0,18,82,0,13,7,0,40,0,0,0,150,13,4,9,0,23,1,5,156,285,0,0,6,0,0,0,0,0,10,78,1,0,1,0,0
nymaim,0,0,0,0,0,0,0,0,0,0,0,8,3,3,10,0,0,0,24,0,0,0,1,804,0,12,7,5,0,1,0,0,0,0,2,0,9,0,9,0,21,3,6,0,0,1,3,0,2,0,16
padcrypt,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,940,0,0,0,0,0,0,0,0,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pizd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,13,5,0,0,0,0,0,0,0,0
proslikefan,39,0,0,0,0,0,6,1,0,0,33,0,0,0,0,0,10,54,0,0,12,0,7,0,0,1,510,1,56,83,0,2,0,1,7,0,0,0,33,0,0,11,0,0,50,15,0,7,3,0,8
pushdo,25,0,1,0,0,0,0,8,0,0,12,0,9,1,1,0,2,5,0,0,0,0,0,4,0,0,0,781,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,3,18,0,6,38,0,1
pykspa,29,0,0,0,0,0,118,4,0,0,31,0,0,0,0,2,21,2,0,0,0,0,1,0,2,1,77,3,143,231,0,24,12,10,5,0,0,0,52,1,0,15,0,0,135,8,0,11,7,0,5
pykspa_noise,34,0,0,0,0,0,90,8,0,0,28,0,0,0,0,0,15,3,0,0,0,0,0,0,0,2,73,3,180,230,0,24,15,13,3,0,0,0,36,3,1,22,0,0,128,10,0,16,7,0,6
qadars,1,0,2,1,2,0,7,3,0,0,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0,0,1,2,5,796,2,3,0,2,0,0,109,0,0,0,0,0,0,3,0,5,0,0,0,0
qakbot,12,0,12,0,0,0,101,48,0,63,20,0,1,0,0,1,11,17,0,0,59,0,0,0,1,0,33,1,14,38,0,372,4,20,18,17,1,0,3,0,0,0,0,0,58,24,0,0,1,0,0
ramdo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ramnit,161,0,95,0,0,0,2,280,0,0,122,0,9,1,1,1,12,0,0,0,0,0,0,0,1,0,0,9,2,0,0,8,0,187,0,5,0,0,3,1,0,0,0,0,3,21,0,12,11,0,3
ranbyus_v1,0,0,22,0,0,0,130,42,0,17,0,0,0,0,0,2,1,18,0,0,0,0,0,4,1,0,0,3,0,1,0,5,5,25,642,9,0,0,0,1,0,0,0,0,1,21,0,0,0,0,0
ranbyus_v2,0,0,30,0,0,0,5,63,0,111,0,0,3,1,0,0,1,3,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,18,30,680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rovnix,0,0,0,0,0,0,0,0,0,0,0,44,1,25,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,828,0,0,0,0,0,1,0,0,0,0,0,0,0,0
shiotob,9,0,31,1,72,0,14,13,0,17,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,9,17,91,5,0,4,0,0,0,652,0,0,0,1,0,0,0,0,0,1,1,0,0
simda,33,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,3,19,0,0,0,0,3,17,0,0,14,12,26,5,0,0,0,0,0,0,0,0,751,0,0,0,0,0,4,11,0,2,1,0,16
sisron,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,949,0,0,0,0,0,0,0,0,0,0,0
suppobox_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,773,4,0,0,0,0,0,0,0,0,0
suppobox_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,899,3,0,0,0,0,0,0,0,0
suppobox_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,933,0,0,0,0,0,0,0,0
symmi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950,0,0,0,0,0,0,0
tempedreve,122,0,0,0,0,0,5,3,0,0,92,0,0,0,0,1,16,6,0,0,0,0,1,0,0,0,9,3,88,141,0,11,0,7,0,0,0,0,11,1,1,11,0,0,417,0,0,1,3,0,0
tinba,13,0,13,0,0,0,89,90,0,0,14,0,0,0,0,2,8,111,0,0,32,0,8,3,3,0,0,6,7,25,0,9,0,147,116,0,0,0,0,0,2,0,0,2,19,228,0,2,1,0,0
vawtrak_v1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,949,0,0,0,0
vawtrak_v2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,737,180,0,25
vawtrak_v3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,69,863,0,7
zeus-newgoz,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,939,0
legit,4,0,0,0,0,0,0,1,0,0,4,1,4,7,13,0,5,0,21,0,0,0,0,29,0,3,36,6,11,7,6,0,0,1,0,0,0,4,25,0,8,39,0,1,0,0,0,14,72,0,628
