,alureon,banjori,bedep,ccleaner,chinad,corebot,cryptolocker,dircrypt,dyre,fobber_v1,fobber_v2,gozi_gpl,gozi_luther,gozi_nasa,gozi_rfc4343,kraken_v1,kraken_v2,locky,matsnu,murofet_v1,murofet_v2,murofet_v3,necurs,nymaim,padcrypt,pizd,proslikefan,pushdo,pykspa,pykspa_noise,qadars,qakbot,ramdo,ramnit,ranbyus_v1,ranbyus_v2,rovnix,shiotob,simda,sisron,suppobox_1,suppobox_2,suppobox_3,symmi,tempedreve,tinba,vawtrak_v1,vawtrak_v2,vawtrak_v3,zeus-newgoz,legit
fobber_v2,200,0,0,0,0,0,0,3,0,0,602,0,0,0,0,0,22,0,0,0,0,0,0,0,1,0,1,16,0,1,0,0,0,62,0,0,0,1,2,0,0,0,0,0,4,8,0,14,4,0,9
gozi_gpl,0,0,0,0,0,0,2,0,0,0,0,943,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gozi_luther,0,0,3,0,0,0,0,0,0,0,0,0,835,28,54,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,12
gozi_nasa,0,0,0,0,0,0,0,1,0,0,0,0,77,729,109,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,22
gozi_rfc4343,0,0,4,0,0,0,1,1,0,0,0,0,107,167,629,1,0,0,2,0,0,0,0,1,0,0,0,5,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,2,0,25
kraken_v1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,585,353,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2
kraken_v2,31,0,5,0,0,0,1,8,0,0,135,0,0,0,0,124,415,2,0,0,0,0,3,0,0,0,71,10,4,15,0,5,2,19,5,0,0,0,2,0,0,0,0,0,18,52,0,4,1,0,18
locky,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,3,6,154,0,0,54,0,65,2,2,0,149,14,11,7,0,33,2,0,128,83,0,0,6,0,0,0,0,0,52,117,0,1,0,0,0
matsnu,0,0,0,0,0,0,0,0,0,0,0,0,2,33,20,0,0,0,858,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,33
murofet_v1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,935,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
murofet_v2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,942,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
murofet_v3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
necurs,3,0,5,0,0,0,24,5,0,14,3,2,1,0,0,0,8,64,0,10,12,0,143,0,2,1,163,16,9,16,0,43,0,3,87,147,0,0,3,0,0,0,0,0,19,146,0,0,0,0,1
nymaim,0,0,0,0,0,0,1,0,0,0,0,20,1,4,7,0,0,4,20,0,0,0,0,795,0,15,1,10,0,0,0,0,1,0,0,0,5,0,13,0,11,1,2,0,3,0,4,0,3,0,29
padcrypt,0,0,2,0,0,0,0,3,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,926,0,0,2,0,0,0,1,0,3,7,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
pizd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,27,4,0,0,0,0,0,0,0,0
proslikefan,8,0,0,0,0,0,0,0,0,0,56,0,0,0,0,2,7,11,0,0,1,0,10,1,0,1,474,1,47,115,0,0,0,2,3,0,0,0,61,0,0,6,0,0,75,45,0,3,1,0,20
pushdo,9,0,4,0,0,0,0,3,0,0,4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,896,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,7,14,0,2
pykspa,12,0,0,0,0,0,17,1,0,0,36,0,1,0,0,5,12,2,0,0,0,0,0,0,0,1,87,7,51,231,0,16,14,13,5,0,0,0,46,0,0,11,0,0,289,70,0,0,4,0,19
pykspa_noise,16,0,1,0,0,0,11,0,0,0,30,0,0,0,0,4,12,7,0,0,0,0,0,0,0,2,84,9,63,257,0,21,8,18,2,0,0,0,31,1,0,8,0,0,274,57,0,1,9,0,24
qadars,0,0,4,4,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,3,0,845,1,4,5,2,0,0,53,0,0,0,0,0,0,7,11,5,0,1,0,0
qakbot,10,0,69,0,0,0,30,14,0,71,17,0,0,0,0,3,4,15,0,1,70,0,5,0,2,0,42,4,12,20,0,389,3,16,10,3,0,0,0,0,0,0,0,0,109,29,0,0,1,0,1
ramdo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ramnit,64,0,324,0,0,0,8,47,0,0,195,0,5,0,2,1,13,0,0,0,0,0,0,0,3,0,2,17,3,2,0,1,0,168,1,1,0,0,1,0,0,0,0,0,4,52,0,10,4,0,22
ranbyus_v1,0,0,53,0,0,0,77,8,0,43,0,1,0,0,0,2,6,23,0,0,0,0,9,3,1,1,0,14,0,0,0,36,6,23,515,8,0,0,0,0,0,0,0,0,2,119,0,0,0,0,0
ranbyus_v2,0,0,85,0,0,0,3,18,0,118,0,1,1,0,1,0,0,14,0,0,0,0,36,1,3,0,0,3,0,0,0,4,0,15,37,608,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
rovnix,0,0,0,0,2,0,0,0,0,0,0,85,15,34,16,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,774,0,0,0,0,0,11,0,0,0,0,0,0,0,0
shiotob,3,0,41,2,64,0,0,0,0,7,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,1,9,207,10,0,8,2,1,0,517,0,0,0,0,0,0,24,16,0,1,0,0,0
simda,9,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,2,18,0,0,0,0,2,2,0,0,39,12,8,29,0,0,0,1,0,0,0,0,750,0,0,0,0,0,1,3,1,0,4,0,42
sisron,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950,0,0,0,0,0,0,0,0,0,0,0
suppobox_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,759,13,0,0,0,0,0,0,0,0,0
suppobox_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1,0,0,8,0,0,0,0,0,0,0,0,0,0,15,875,1,0,0,0,0,0,0,0,0
suppobox_3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,941,0,0,0,0,0,0,0,0
symmi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950,0,0,0,0,0,0,0
tempedreve,51,0,0,0,0,0,0,0,0,0,163,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,19,5,20,54,0,1,0,11,0,0,0,1,13,0,0,4,0,0,581,16,0,4,2,0,3
tinba,7,0,16,0,0,0,53,28,0,0,21,0,0,0,0,3,12,21,0,0,28,0,8,1,3,2,4,13,4,1,0,16,0,143,62,0,0,1,0,0,0,0,0,2,49,451,0,0,1,0,0
vawtrak_v1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950,0,0,0,0
vawtrak_v2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,753,89,0,92
vawtrak_v3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,72,787,0,75
zeus-newgoz,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,939,0
legit,2,0,0,0,0,0,0,1,0,1,1,3,5,4,8,1,0,1,12,0,0,0,0,20,0,3,26,12,9,10,6,0,0,4,0,0,1,3,42,0,7,38,1,0,0,0,0,11,21,0,697
