,alureon,banjori,bedep,ccleaner,chinad,corebot,cryptolocker,dircrypt,dyre,fobber_v1,fobber_v2,gozi_gpl,gozi_luther,gozi_nasa,gozi_rfc4343,kraken_v1,kraken_v2,locky,matsnu,murofet_v1,murofet_v2,murofet_v3,necurs,nymaim,padcrypt,pizd,proslikefan,pushdo,pykspa,pykspa_noise,qadars,qakbot,ramdo,ramnit,ranbyus_v1,ranbyus_v2,rovnix,shiotob,simda,sisron,suppobox_1,suppobox_2,suppobox_3,symmi,tempedreve,tinba,vawtrak_v1,vawtrak_v2,vawtrak_v3,zeus-newgoz,legit
rovnix,0,0,0,0,0,1,0,0,0,0,0,44,11,7,94,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,720,0,0,0,0,0,19,1,0,0,0,0,0,0,0
shiotob,2,0,18,2,299,4,1,2,0,9,8,0,0,0,3,2,1,0,0,0,0,0,0,0,3,1,0,4,0,5,88,1,0,3,4,1,0,405,0,11,1,1,0,2,14,5,0,0,0,0,0
simda,8,0,0,0,0,0,0,0,0,0,35,12,0,0,0,0,2,39,0,0,0,0,0,32,0,0,15,4,9,9,0,0,0,0,0,0,0,0,630,0,0,0,0,0,0,3,0,14,0,0,88
sisron,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,896,0,0,0,0,0,0,0,0,0,0,0
suppobox_1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,518,0,0,0,0,0,0,0,0,3,0,0,0,0,0,236,2,130,3,0,0,0,0,0,0,0
suppobox_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,151,0,0,0,7,0,0,0,0,0,0,0,0,0,0,12,704,23,2,0,0,0,0,0,0,0
suppobox_3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,756,0,0,0,0,0,0,0,0
symmi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,875,0,0,0,0,0,0,0
tempedreve,62,0,1,0,0,0,0,0,0,0,116,0,0,0,0,13,33,0,0,0,0,0,0,40,0,12,0,18,52,91,0,0,0,9,0,0,0,3,0,17,12,20,0,1,344,45,0,7,2,0,2
tinba,0,0,129,0,0,0,60,6,0,0,0,4,0,2,16,19,6,36,1,0,57,0,0,14,3,4,0,20,1,3,0,0,1,76,169,0,0,1,0,10,18,0,0,3,0,235,0,4,2,0,0
vawtrak_v1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,891,0,0,0,0
vawtrak_v2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,7,0,0,0,38,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,424,412,0,6
vawtrak_v3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,39,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,528,0,13
zeus-newgoz,0,0,0,0,0,9,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,885,0
legit,9,0,0,2,0,0,0,1,0,0,3,3,5,17,15,2,0,0,39,0,0,0,0,34,1,9,17,9,0,4,3,0,3,2,0,0,3,8,44,0,2,48,2,0,1,0,13,57,95,0,449
